units,amount,probability,type,stage,lead_source,lead_firstname,lead_lastname,lead,assignedTo,description,
22916,15474258.16,36.7,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Jacqui,Tookill,Jacqui Tookill,iepslyk@lin.com,Diverse secondary workforce,
26276,17743131.76,56.51,EXISTING,CLOSED LOST,IN PROCESS,Ellene,Kochs,Ellene Kochs,xcanbyl@lin.com,Ergonomic discrete ability,
31067,20978302.42,45.02,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Case,Ferencz,Case Ferencz,sclotworthym@lin.com,Adaptive bandwidth-monitored emulation,
48267,32592774.42,81.37,NEW,NEEDS ANALYSIS,DEAD,Velma,Gaitone,Velma Gaitone,bbassn@lin.com,Total stable middleware,
29124,19666272.24,94.39,NEW,NEEDS ANALYSIS,NEW,Bastian,Bissett,Bastian Bissett,sdowtyo@lin.com,Ameliorated systemic strategy,
34356,23199232.56,37.75,NEW,CLOSED WON,NEW,Rosie,Manilove,Rosie Manilove,oderham0@lin.com,Fully-configurable directional benchmark,
25627,17304888.02,42.97,EXISTING,VALUE PROPOSITION,RECYCLED,Eimile,De Leek,Eimile De Leek,kvickress1@lin.com,Centralized high-level functionalities,
24932,16835582.32,66.4,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Christoph,Rizzi,Christoph Rizzi,jhrishchenko2@lin.com,Automated multi-state moderator,
27826,18789784.76,72.33,NEW,PROPOSAL OR PRICE QUOTE,ASSIGNED,Ardenia,Labram,Ardenia Labram,tbeacock3@lin.com,Right-sized next generation capacity,
14889,10053946.14,39.26,NEW,NEEDS ANALYSIS,CONVERTED,Klarrisa,Abbey,Klarrisa Abbey,sstockell4@lin.com,Stand-alone systemic intranet,
43578,29426480.28,93.27,EXISTING,CLOSED WON,IN PROCESS,Daveen,Ivie,Daveen Ivie,jhackly5@lin.com,Mandatory uniform core,
46721,31548822.46,33.9,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Micky,Bayston,Micky Bayston,lnorgan6@lin.com,Reduced content-based product,
25905,17492610.3,43.87,NEW,NEEDS ANALYSIS,ASSIGNED,Vidovik,Iacomo,Vidovik Iacomo,lcholwell7@lin.com,User-friendly responsive throughput,
23307,15738284.82,92.25,EXISTING,NEEDS ANALYSIS,DEAD,Augustine,Oppery,Augustine Oppery,broyan8@lin.com,De-engineered explicit software,
14500,9791270,31.66,NEW,PROSPECTING,NEW,Brig,Hughson,Brig Hughson,lknaggs9@lin.com,De-engineered asymmetric structure,
42790,28894375.4,33.72,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Clifford,Simons,Clifford Simons,abownasa@lin.com,Multi-tiered zero defect hierarchy,
43448,29338696.48,55.72,EXISTING,PERCEPTION ANALYSIS,DEAD,Iggy,Mosson,Iggy Mosson,cboseleyb@lin.com,Open-architected 5th generation time-frame,
34803,23501073.78,86.08,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Kelvin,Rudd,Kelvin Rudd,lrainforthc@lin.com,Seamless motivating solution,
47606,32146427.56,65.03,NEW,VALUE PROPOSITION,IN PROCESS,Florette,Roof,Florette Roof,mommundsend@lin.com,Decentralized attitude-oriented artificial intelligence,
34164,23069582.64,35.52,EXISTING,NEEDS ANALYSIS,RECYCLED,Colby,Warlton,Colby Warlton,lganforthe@lin.com,Customer-focused cohesive paradigm,
12780,8629822,85.02,NEW,VALUE PROPOSITION,IN PROCESS,Fabio,Volkes,Fabio Volkes,kmedleyf@lin.com,Robust 3rd generation encoding,
44582,30104441.32,75.23,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Sallee,Georghiou,Sallee Georghiou,equickendeng@lin.com,Down-sized bottom-line hierarchy,
32641,22041161.66,67.19,NEW,NEEDS ANALYSIS,NEW,Jarrid,Growden,Jarrid Growden,hhubbleh@lin.com,Upgradable 24/7 encryption,
46932,31691302.32,69.84,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Timi,Milkins,Timi Milkins,iairdriei@lin.com,Cross-platform needs-based core,
16302,11008088.52,87.92,NEW,VALUE PROPOSITION,RECYCLED,Milty,Sheeres,Milty Sheeres,dghionj@lin.com,Devolved bi-directional concept,
12913,8719632,79.47,NEW,NEGOTIATION OR REVIEW,ASSIGNED,Charity,Gajownik,Charity Gajownik,iepslyk@lin.com,Exclusive zero tolerance artificial intelligence,
49686,33550968.36,68.81,EXISTING,VALUE PROPOSITION,NEW,Andre,Gladbach,Andre Gladbach,xcanbyl@lin.com,Implemented motivating interface,
26399,17826188.74,73.93,EXISTING,VALUE PROPOSITION,NEW,Cherrita,Fossitt,Cherrita Fossitt,sclotworthym@lin.com,Realigned scalable moderator,
28494,19240858.44,41.97,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Sybille,Sabathe,Sybille Sabathe,bbassn@lin.com,Enhanced object-oriented Graphic Interface,
32250,21777135,98.51,NEW,CLOSED LOST,DEAD,Merrili,Kalkhoven,Merrili Kalkhoven,sdowtyo@lin.com,Function-based heuristic flexibility,
28455,19214523.3,76.51,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Jinny,D'Agostino,Jinny D'Agostino,oderham0@lin.com,Horizontal radical access,
24640,16638406.4,35.18,EXISTING,PROSPECTING,ASSIGNED,Phaedra,Langhor,Phaedra Langhor,kvickress1@lin.com,Persistent non-volatile extranet,
26660,18002431.6,53.25,EXISTING,NEGOTIATION OR REVIEW,ASSIGNED,Rosabelle,Gyles,Rosabelle Gyles,jhrishchenko2@lin.com,Re-engineered global project,
46649,31500203.74,88.89,NEW,PROPOSAL OR PRICE QUOTE,RECYCLED,Nada,Simison,Nada Simison,tbeacock3@lin.com,Realigned regional circuit,
26620,17975421.2,53.46,EXISTING,PROPOSAL OR PRICE QUOTE,ASSIGNED,Annabela,Shilston,Annabela Shilston,sstockell4@lin.com,Reverse-engineered next generation portal,
32493,21941223.18,75.32,EXISTING,PROSPECTING,DEAD,Gaultiero,Boule,Gaultiero Boule,jhackly5@lin.com,Multi-layered empowering artificial intelligence,
39735,26831456.1,32.02,EXISTING,NEEDS ANALYSIS,DEAD,Rosina,Kitter,Rosina Kitter,lnorgan6@lin.com,Multi-channelled solution-oriented frame,
32241,21771057.66,51.52,NEW,IDENTIFYING DECISION MAKERS,CONVERTED,Kaia,Reily,Kaia Reily,lcholwell7@lin.com,Re-contextualized grid-enabled forecast,
37048,25017032.48,35.4,NEW,PROSPECTING,CONVERTED,Alanna,Lorek,Alanna Lorek,broyan8@lin.com,Visionary value-added utilisation,
48805,32956064.3,91.66,EXISTING,PROSPECTING,RECYCLED,Lura,Crosscombe,Lura Crosscombe,lknaggs9@lin.com,Implemented fresh-thinking Graphic Interface,
38255,25832071.3,84.39,NEW,IDENTIFYING DECISION MAKERS,DEAD,Tremayne,Perkis,Tremayne Perkis,abownasa@lin.com,Face to face client-server structure,
44116,29789770.16,46.7,NEW,PERCEPTION ANALYSIS,CONVERTED,Leslie,Proswell,Leslie Proswell,cboseleyb@lin.com,Automated 5th generation system engine,
34017,22970319.42,69.88,NEW,CLOSED LOST,IN PROCESS,Salvador,Saffran,Salvador Saffran,lrainforthc@lin.com,Ameliorated motivating synergy,
29950,20224037,66.71,EXISTING,IDENTIFYING DECISION MAKERS,ASSIGNED,Karlene,Copeland,Karlene Copeland,mommundsend@lin.com,Multi-channelled tertiary internet solution,
32987,22274801.62,91.11,EXISTING,PROSPECTING,RECYCLED,Janela,Manjin,Janela Manjin,lganforthe@lin.com,Customizable bandwidth-monitored software,
11609,7839093,80.61,NEW,PROSPECTING,NEW,Madelena,Burle,Madelena Burle,kmedleyf@lin.com,Profit-focused stable flexibility,
11395,7694587.7,93.17,NEW,PROSPECTING,IN PROCESS,Rania,Musker,Rania Musker,equickendeng@lin.com,Distributed didactic orchestration,
42300,28563498,55.64,EXISTING,CLOSED LOST,CONVERTED,Gabriell,Dyson,Gabriell Dyson,hhubbleh@lin.com,Adaptive zero tolerance circuit,
48210,32554284.6,73.16,EXISTING,CLOSED WON,NEW,Dene,Pavlasek,Dene Pavlasek,iairdriei@lin.com,Open-architected systemic encoding,
43006,29040231.56,90.41,NEW,CLOSED LOST,CONVERTED,Lindon,Czyz,Lindon Czyz,dghionj@lin.com,De-engineered incremental throughput,
46514,31409043.64,36.13,NEW,CLOSED WON,ASSIGNED,Roderic,Giraudo,Roderic Giraudo,iepslyk@lin.com,Public-key 4th generation software,
43899,29643238.74,65.31,NEW,CLOSED LOST,DEAD,Deeyn,Dabling,Deeyn Dabling,xcanbyl@lin.com,Streamlined eco-centric functionalities,
42184,28485167.84,84.44,NEW,NEGOTIATION OR REVIEW,NEW,Garold,Segge,Garold Segge,sclotworthym@lin.com,Horizontal 4th generation collaboration,
28911,19522441.86,31.09,EXISTING,PROSPECTING,IN PROCESS,Aida,Sherwood,Aida Sherwood,bbassn@lin.com,Robust solution-oriented artificial intelligence,
42269,28542564.94,46.12,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Marena,Braghini,Marena Braghini,sdowtyo@lin.com,De-engineered web-enabled functionalities,
41762,28200208.12,85.3,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Marin,Tesseyman,Marin Tesseyman,oderham0@lin.com,Visionary holistic functionalities,
35039,23660435.14,37.14,NEW,NEEDS ANALYSIS,RECYCLED,Audrey,Mardee,Audrey Mardee,kvickress1@lin.com,Centralized 4th generation interface,
14627,9877028,76.97,NEW,PROPOSAL OR PRICE QUOTE,DEAD,Renata,Pavett,Renata Pavett,jhrishchenko2@lin.com,Enhanced methodical protocol,
21741,14680827.66,81.38,EXISTING,VALUE PROPOSITION,DEAD,Billie,Payle,Billie Payle,tbeacock3@lin.com,Networked tertiary core,
46430,31352321.8,76.98,EXISTING,PROSPECTING,NEW,Glenden,De Caroli,Glenden De Caroli,sstockell4@lin.com,Cross-group intermediate complexity,
36037,24334344.62,85.81,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Evaleen,Greve,Evaleen Greve,jhackly5@lin.com,Streamlined client-server task-force,
35488,23963626.88,30.57,NEW,CLOSED WON,DEAD,Gilberto,Douche,Gilberto Douche,lnorgan6@lin.com,Configurable next generation conglomeration,
17504,11819751.04,65.39,NEW,CLOSED WON,NEW,Tedra,Bycraft,Tedra Bycraft,lcholwell7@lin.com,Enhanced reciprocal Graphical User Interface,
46519,31412419.94,85.63,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Blinnie,Grigoroni,Blinnie Grigoroni,broyan8@lin.com,Vision-oriented bi-directional encryption,
24623,16626926.98,59.75,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Alvera,Coombes,Alvera Coombes,lknaggs9@lin.com,Multi-channelled discrete hardware,
35166,23746193.16,81.68,EXISTING,CLOSED LOST,CONVERTED,Melodie,Zettler,Melodie Zettler,abownasa@lin.com,Cloned reciprocal alliance,
45321,30603458.46,81.01,NEW,CLOSED WON,RECYCLED,Fleurette,Hocking,Fleurette Hocking,cboseleyb@lin.com,Assimilated disintermediate conglomeration,
30628,20681863.28,94.63,NEW,VALUE PROPOSITION,RECYCLED,Kassi,Rosenblath,Kassi Rosenblath,lrainforthc@lin.com,Streamlined bottom-line model,
43726,29526418.76,30.77,NEW,IDENTIFYING DECISION MAKERS,ASSIGNED,Freeland,Dunlea,Freeland Dunlea,mommundsend@lin.com,Multi-layered incremental benchmark,
12278,8290842.28,88.51,EXISTING,VALUE PROPOSITION,NEW,Domini,Coots,Domini Coots,lganforthe@lin.com,Distributed stable migration,
17819,12032457.94,80.94,EXISTING,PROPOSAL OR PRICE QUOTE,NEW,Binni,Bollom,Binni Bollom,kmedleyf@lin.com,Phased coherent hierarchy,
42568,28744467.68,46.88,EXISTING,CLOSED WON,CONVERTED,Delphinia,Burthom,Delphinia Burthom,equickendeng@lin.com,User-centric didactic groupware,
42948,29001066.48,91.64,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Daffie,Brooksby,Daffie Brooksby,hhubbleh@lin.com,Sharable bi-directional synergy,
34645,23394382.7,94.57,EXISTING,IDENTIFYING DECISION MAKERS,DEAD,Abran,Monckton,Abran Monckton,iairdriei@lin.com,Organic logistical circuit,
42097,28426420.22,83.08,EXISTING,CLOSED WON,RECYCLED,Fredrika,Roblin,Fredrika Roblin,dghionj@lin.com,Intuitive multimedia monitoring,
17632,11906184.32,46.05,NEW,NEGOTIATION OR REVIEW,CONVERTED,Granger,Solley,Granger Solley,iepslyk@lin.com,Optimized holistic flexibility,
15171,10244369.46,90.04,EXISTING,CLOSED LOST,NEW,Colline,Blindmann,Colline Blindmann,xcanbyl@lin.com,Decentralized interactive process improvement,
35297,23834652.22,80.29,NEW,VALUE PROPOSITION,ASSIGNED,Ulises,Meardon,Ulises Meardon,sclotworthym@lin.com,Right-sized zero administration parallelism,
24058,16245405.08,72.94,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Wanids,Caselli,Wanids Caselli,bbassn@lin.com,Total impactful pricing structure,
17404,11752225.04,65.69,NEW,NEEDS ANALYSIS,DEAD,Udale,Plumb,Udale Plumb,sdowtyo@lin.com,Robust transitional success,
39276,26521511.76,84.21,NEW,CLOSED WON,RECYCLED,Philis,MacKereth,Philis MacKereth,oderham0@lin.com,Enhanced attitude-oriented synergy,
25693,17349455.18,82.61,NEW,VALUE PROPOSITION,NEW,Star,O'Dogherty,Star O'Dogherty,kvickress1@lin.com,Automated executive project,
33988,22950736.88,57.55,EXISTING,PROPOSAL OR PRICE QUOTE,RECYCLED,Cherise,Osmon,Cherise Osmon,jhrishchenko2@lin.com,Customer-focused value-added data-warehouse,
37148,25084558.48,99.45,EXISTING,CLOSED LOST,ASSIGNED,Bernardina,Sealove,Bernardina Sealove,tbeacock3@lin.com,Front-line object-oriented budgetary management,
39524,26688976.24,77.88,EXISTING,PROPOSAL OR PRICE QUOTE,NEW,Gibby,Gulliman,Gibby Gulliman,sstockell4@lin.com,Streamlined encompassing conglomeration,
21189,14308084.14,76.09,EXISTING,PERCEPTION ANALYSIS,DEAD,Halley,Dudding,Halley Dudding,jhackly5@lin.com,Compatible user-facing hub,
42207,28500698.82,81.44,NEW,CLOSED WON,ASSIGNED,Rubi,Illiston,Rubi Illiston,lnorgan6@lin.com,Exclusive disintermediate superstructure,
39658,26779461.08,54.92,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Essa,Pilmoor,Essa Pilmoor,lcholwell7@lin.com,Exclusive clear-thinking groupware,
44481,30036240.06,43.78,EXISTING,VALUE PROPOSITION,CONVERTED,Renata,Youster,Renata Youster,broyan8@lin.com,Re-contextualized encompassing attitude,
36469,24626056.94,85.99,NEW,PROSPECTING,DEAD,Rick,Dradey,Rick Dradey,lknaggs9@lin.com,Customizable optimal matrix,
22329,15077880.54,59.67,NEW,NEEDS ANALYSIS,CONVERTED,Justinn,Bessett,Justinn Bessett,abownasa@lin.com,Focused content-based migration,
36043,24338396.18,32.93,EXISTING,CLOSED WON,NEW,Gratiana,Dolligon,Gratiana Dolligon,cboseleyb@lin.com,Networked static complexity,
44880,30305668.8,81.27,NEW,VALUE PROPOSITION,IN PROCESS,Chevy,Fass,Chevy Fass,lrainforthc@lin.com,Face to face uniform challenge,
37007,24989346.82,53.42,EXISTING,PERCEPTION ANALYSIS,ASSIGNED,Dalila,Capin,Dalila Capin,mommundsend@lin.com,Networked coherent solution,
15677,10586051.02,46.65,NEW,PROPOSAL OR PRICE QUOTE,ASSIGNED,Opal,Churchley,Opal Churchley,lganforthe@lin.com,Front-line stable application,
25207,17021278.82,48.58,EXISTING,CLOSED WON,RECYCLED,Boony,Huggill,Boony Huggill,kmedleyf@lin.com,Optional modular strategy,
44276,29897811.76,68.56,NEW,VALUE PROPOSITION,CONVERTED,Ninette,Fenelow,Ninette Fenelow,equickendeng@lin.com,Right-sized directional support,
36536,24671299.36,84.53,EXISTING,CLOSED LOST,IN PROCESS,Nancey,Markwell,Nancey Markwell,hhubbleh@lin.com,Open-architected tangible internet solution,
28708,19385364.08,75.06,NEW,PROPOSAL OR PRICE QUOTE,CONVERTED,Bettina,Pethybridge,Bettina Pethybridge,iairdriei@lin.com,Streamlined contextually-based architecture,
14523,9806800,66.83,EXISTING,VALUE PROPOSITION,DEAD,Joli,Angelini,Joli Angelini,dghionj@lin.com,Configurable user-facing analyzer,
27017,18243499.42,45.14,EXISTING,CLOSED WON,DEAD,Aubrie,Skelhorn,Aubrie Skelhorn,iepslyk@lin.com,Business-focused eco-centric artificial intelligence,
39358,26576883.08,61.08,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Blayne,Durrant,Blayne Durrant,xcanbyl@lin.com,Managed foreground ability,
12429,8392806,96.97,NEW,CLOSED WON,NEW,Jennine,Cejka,Jennine Cejka,sclotworthym@lin.com,Enhanced modular help-desk,
38117,25738885.42,46.54,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Cornelle,De Hailes,Cornelle De Hailes,bbassn@lin.com,Open-architected upward-trending time-frame,
27561,18610840.86,79.61,NEW,PROPOSAL OR PRICE QUOTE,IN PROCESS,Ermin,Children,Ermin Children,sdowtyo@lin.com,Persistent real-time collaboration,
44678,30169266.28,31.02,NEW,CLOSED LOST,CONVERTED,Ken,Dolden,Ken Dolden,oderham0@lin.com,Seamless leading edge moderator,
23951,16173152.26,98.67,NEW,CLOSED WON,RECYCLED,Dacie,Planke,Dacie Planke,kvickress1@lin.com,Customizable optimal orchestration,
17627,11902808.02,38.72,EXISTING,PROSPECTING,RECYCLED,Barron,Thoresby,Barron Thoresby,jhrishchenko2@lin.com,Organized executive focus group,
20312,13715881.12,37.46,EXISTING,VALUE PROPOSITION,CONVERTED,Chad,Retallack,Chad Retallack,tbeacock3@lin.com,Vision-oriented web-enabled product,
14822,10008703.72,63.48,NEW,PERCEPTION ANALYSIS,NEW,Angelica,Pinwill,Angelica Pinwill,sstockell4@lin.com,Switchable client-server pricing structure,
16153,10907474.78,35.7,EXISTING,IDENTIFYING DECISION MAKERS,NEW,Lorita,Falconar,Lorita Falconar,jhackly5@lin.com,Re-contextualized needs-based data-warehouse,
22414,15135277.64,91.8,NEW,PERCEPTION ANALYSIS,IN PROCESS,Cass,Berrycloth,Cass Berrycloth,lnorgan6@lin.com,Grass-roots object-oriented parallelism,
16552,11176903.52,89.52,EXISTING,VALUE PROPOSITION,DEAD,Marv,Garret,Marv Garret,lcholwell7@lin.com,User-friendly mission-critical framework,
32666,22058043.16,97.51,NEW,CLOSED WON,CONVERTED,Arabella,Haversum,Arabella Haversum,broyan8@lin.com,Synergized exuding synergy,
17177,11598941.02,76.76,EXISTING,NEGOTIATION OR REVIEW,NEW,Zenia,Bennetto,Zenia Bennetto,lknaggs9@lin.com,Enterprise-wide cohesive superstructure,
33946,22922375.96,62.15,EXISTING,NEEDS ANALYSIS,IN PROCESS,Kaila,McMullen,Kaila McMullen,abownasa@lin.com,Stand-alone intermediate forecast,
41687,28149563.62,94.46,NEW,VALUE PROPOSITION,IN PROCESS,Tobiah,Dyne,Tobiah Dyne,cboseleyb@lin.com,Phased asynchronous complexity,
13024,8794586,84.78,EXISTING,IDENTIFYING DECISION MAKERS,RECYCLED,Norry,Spaight,Norry Spaight,lrainforthc@lin.com,Open-source next generation contingency,
16571,11189733.46,43.19,EXISTING,PROPOSAL OR PRICE QUOTE,IN PROCESS,Tonia,Machen,Tonia Machen,mommundsend@lin.com,Operative static groupware,
47215,31882400.9,63.66,EXISTING,PERCEPTION ANALYSIS,IN PROCESS,Corilla,Isaak,Corilla Isaak,lganforthe@lin.com,Quality-focused actuating installation,
41365,27932129.9,78.48,EXISTING,VALUE PROPOSITION,CONVERTED,Dorri,Brine,Dorri Brine,kmedleyf@lin.com,Innovative modular Graphic Interface,
39297,26535692.22,39.18,EXISTING,PERCEPTION ANALYSIS,CONVERTED,Giacomo,Comelli,Giacomo Comelli,equickendeng@lin.com,Mandatory secondary middleware,
17780,12006122.8,34.96,EXISTING,PERCEPTION ANALYSIS,DEAD,Ainsley,Teresia,Ainsley Teresia,hhubbleh@lin.com,Inverse exuding hub,
33477,22605679.02,83.8,NEW,IDENTIFYING DECISION MAKERS,RECYCLED,Livy,Whinray,Livy Whinray,iairdriei@lin.com,Distributed scalable matrices,
31644,21367927.44,61.66,NEW,PROPOSAL OR PRICE QUOTE,NEW,Garold,Goney,Garold Goney,dghionj@lin.com,Adaptive tangible moderator,
42992,29030777.92,39.22,NEW,CLOSED WON,RECYCLED,Ky,Ferry,Ky Ferry,iepslyk@lin.com,Vision-oriented bifurcated service-desk,
49639,33519231.14,54.38,EXISTING,NEGOTIATION OR REVIEW,NEW,Way,Rivett,Way Rivett,xcanbyl@lin.com,Visionary modular array,
19291,13026440.66,32.18,EXISTING,PROPOSAL OR PRICE QUOTE,CONVERTED,Marabel,Sumner,Marabel Sumner,sclotworthym@lin.com,Versatile bi-directional emulation,
41443,27984800.18,85.27,NEW,PERCEPTION ANALYSIS,IN PROCESS,Mathe,Eustes,Mathe Eustes,bbassn@lin.com,Enterprise-wide zero administration matrix,
18114,12231659.64,64.32,EXISTING,IDENTIFYING DECISION MAKERS,CONVERTED,Alphonse,Dotterill,Alphonse Dotterill,sdowtyo@lin.com,Customizable methodical matrices,
13712,9259165,83.49,EXISTING,CLOSED LOST,IN PROCESS,Case,Ferencz,Case Ferencz,oderham0@lin.com,Fully-configurable fresh-thinking algorithm,
30017,20269279.42,30.25,NEW,VALUE PROPOSITION,DEAD,Velma,Gaitone,Velma Gaitone,kvickress1@lin.com,Synergistic 24 hour help-desk,
35764,24149998.64,53.25,NEW,CLOSED LOST,NEW,Bastian,Bissett,Bastian Bissett,jhrishchenko2@lin.com,Synchronised zero tolerance superstructure,
22740,15355412.4,30.87,EXISTING,PERCEPTION ANALYSIS,RECYCLED,Eimile,De Leek,Eimile De Leek,tbeacock3@lin.com,Right-sized intangible functionalities,
28064,18950496.64,71.47,NEW,CLOSED WON,RECYCLED,Aldous,Pybus,Aldous Pybus,sstockell4@lin.com,Streamlined 24 hour firmware,
33379,22539503.54,33.9,NEW,CLOSED LOST,ASSIGNED,Paige,Parkinson,Paige Parkinson,jhackly5@lin.com,Visionary mission-critical synergy,
21740,14680152.4,80.61,EXISTING,CLOSED WON,CONVERTED,Klarrisa,Abbey,Klarrisa Abbey,lnorgan6@lin.com,Fundamental multimedia time-frame,
37604,25392477.04,35.33,NEW,PROPOSAL OR PRICE QUOTE,DEAD,Herta,Showers,Herta Showers,lcholwell7@lin.com,Diverse bottom-line paradigm,
28245,19072718.7,30.41,NEW,VALUE PROPOSITION,ASSIGNED,Vidovik,Iacomo,Vidovik Iacomo,broyan8@lin.com,Face to face impactful process improvement,
48900,33020214,46.57,NEW,CLOSED WON,DEAD,Augustine,Oppery,Augustine Oppery,lknaggs9@lin.com,Re-contextualized dedicated workforce,
22946,15494515.96,86.15,EXISTING,PROPOSAL OR PRICE QUOTE,RECYCLED,El,Beard,El Beard,abownasa@lin.com,Customizable national protocol,
35943,24270870.18,92.34,NEW,NEGOTIATION OR REVIEW,NEW,Brig,Hughson,Brig Hughson,cboseleyb@lin.com,Synergized 24 hour function,
32468,21924341.68,82.93,EXISTING,PROSPECTING,ASSIGNED,Adriano,Rany,Adriano Rany,lrainforthc@lin.com,Pre-emptive optimal data-warehouse,
40888,27610030.88,65.4,EXISTING,PROSPECTING,CONVERTED,Aguistin,Hagard,Aguistin Hagard,mommundsend@lin.com,Self-enabling client-server protocol,
25219,17029381.94,47.5,EXISTING,CLOSED LOST,RECYCLED,Clifford,Simons,Clifford Simons,lganforthe@lin.com,Multi-layered bifurcated leverage,
23242,15694392.92,54.57,NEW,PERCEPTION ANALYSIS,ASSIGNED,Perice,Heisham,Perice Heisham,kmedleyf@lin.com,Integrated solution-oriented local area network,
10611,7165183.86,53.08,NEW,PROPOSAL OR PRICE QUOTE,ASSIGNED,Holly-anne,Pybworth,Holly-anne Pybworth,equickendeng@lin.com,Networked national support,
43241,29198917.66,77.02,EXISTING,PROSPECTING,RECYCLED,Colby,Warlton,Colby Warlton,hhubbleh@lin.com,Cloned neutral alliance,
16559,11181630.34,33.53,EXISTING,CLOSED LOST,DEAD,Ami,Underhill,Ami Underhill,iairdriei@lin.com,Optional exuding collaboration,
38577,26049505.02,41.36,NEW,IDENTIFYING DECISION MAKERS,IN PROCESS,Fabio,Volkes,Fabio Volkes,dghionj@lin.com,Public-key uniform attitude,
33428,22572591.28,51,EXISTING,CLOSED WON,IN PROCESS,Rogers,Brierley,Rogers Brierley,iepslyk@lin.com,Stand-alone dynamic toolset,
22011,14863147.86,70.36,NEW,PROSPECTING,ASSIGNED,Milton,Mathelin,Milton Mathelin,xcanbyl@lin.com,Self-enabling optimal database,
27410,18508876.6,60.91,NEW,PERCEPTION ANALYSIS,RECYCLED,Sallee,Georghiou,Sallee Georghiou,sclotworthym@lin.com,Sharable incremental collaboration,
49783,33616468.58,64.31,NEW,PERCEPTION ANALYSIS,ASSIGNED,Derron,Buckles,Derron Buckles,bbassn@lin.com,Synergistic global matrix,
