units,amount,probability,type,stage,source,account,assignedTo
23307,1.573828482E7,92.25,EXISTING_BUSINESS,NEEDS_ANALYSIS,EMAIL,ORACLE,Brandea Royan
45059,3.042654034E7,80.4,EXISTING_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,SAMSUNG ELECTRONICS,Isabelle Epsly
45602,3.079320652E7,70.14,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,WEB_SITE,U.S. BANK,Luce Cholwell
11881,8022764.06,35.13,NEW_BUSINESS,PROSPECTING,CAMPAIGN,PWC,Link Ganforth
29597,1.998567022E7,65.18,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,DELTA AIR LINES,Leona Knaggs
27638,1.866283588E7,63.81,NEW_BUSINESS,NEEDS_ANALYSIS,PARTNER,APPLE,Jacquenetta Hackly
47330,3.19600558E7,91.55,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,DIRECT_MAIL,HERBALIFE,Xever Canby
24876,1.679776776E7,58.49,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,FIDELITY INVESTMENTS,Orelle Derham
17644,1.191428744E7,38.3,NEW_BUSINESS,CLOSED_WON,DIRECT_MAIL,UNITED STATES MARINE CORPS,Kassandra Medley
11673,7882309.98,46.73,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,TRADE_SHOW,GE,Daniel Ghion
49206,3.322684356E7,72.75,EXISTING_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,SPRINT,Luce Cholwell
43356,2.927657256E7,68.52,NEW_BUSINESS,NEEDS_ANALYSIS,OTHER,T-MOBILE,Brandea Royan
23248,1.569844448E7,97.67,NEW_BUSINESS,CLOSED_LOST,EMPLOYEE,PEPSICO,Constantine Boseley
32493,2.194122318E7,75.32,EXISTING_BUSINESS,PROSPECTING,WEB_SITE,NYC DEPARTMENT OF EDUCATION,Jacquenetta Hackly
28114,1.898425964E7,72.95,EXISTING_BUSINESS,CLOSED_WON,COLD_CALL,MERRILL LYNCH,Orelle Derham
39893,2.693814718E7,66.64,NEW_BUSINESS,VALUE_PROPOSITION,PUBLIC_RELATIONS,BOEING,Luce Cholwell
16863,1.138690938E7,72.29,NEW_BUSINESS,CLOSED_LOST,PARTNER,SCHNEIDER ELECTRIC,Susan Stockell
35355,2.38738173E7,31.07,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,AVON,Xever Canby
14341,9683903.0,39.99,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,COGNIZANT TECHNOLOGY SOLUTIONS,Constantine Boseley
10061,6793790.86,77.81,NEW_BUSINESS,CLOSED_WON,CAMPAIGN,NIKE,Lloyd Rainforth
46107,3.113421282E7,77.2,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,CSC,Daniel Ghion
45321,3.060345846E7,77.61,EXISTING_BUSINESS,VALUE_PROPOSITION,PARTNER,MCDONALD'S CORPORATION,Arly Bownas
24792,1.674104592E7,70.01,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,CAMPAIGN,US NAVY,Xever Canby
39114,2.641211964E7,69.59,NEW_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,FARMERS INSURANCE,Ella Quickenden
32756,2.211881656E7,44.37,EXISTING_BUSINESS,NEEDS_ANALYSIS,WORD_OF_MOUTH,AT&T,Brena Bass
14763,9968863.0,30.79,EXISTING_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,ADP,Lenee Norgan
39556,2.671058456E7,86.95,EXISTING_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,STATE FARM,Constantine Boseley
40436,2.730481336E7,94.61,NEW_BUSINESS,CLOSED_WON,CONFERENCE,DELOITTE,Brandea Royan
14817,1.000532742E7,51.83,NEW_BUSINESS,VALUE_PROPOSITION,TRADE_SHOW,US NAVY,Lenee Norgan
32000,2.160832E7,56.34,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,FEDEX,Shaina Clotworthy
16149,1.090477374E7,37.64,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,COLD_CALL,MERRILL LYNCH,Link Ganforth
39089,2.639523814E7,91.85,EXISTING_BUSINESS,VALUE_PROPOSITION,CONFERENCE,THE DOW CHEMICAL COMPANY,Irwinn Airdrie
49150,3.3189029E7,55.76,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,THOMSON REUTERS,Isabelle Epsly
21585,1.45754871E7,40.33,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,3M HEALTH CARE,Isabelle Epsly
25818,1.743386268E7,73.49,EXISTING_BUSINESS,PROSPECTING,PARTNER,UNITED STATES MARINE CORPS,Hanny Hubble
33721,2.277044246E7,37.6,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,SELF_GENERATED,FEDEX,Theo Beacock
14033,9475923.0,44.87,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,US NAVY,Leona Knaggs
49464,3.340106064E7,65.84,NEW_BUSINESS,CLOSED_WON,PUBLIC_RELATIONS,PFIZER,Jephthah Hrishchenko
38743,2.616159818E7,49.9,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,METLIFE,Constantine Boseley
44579,3.010241554E7,71.96,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,FORD MOTOR COMPANY,Arly Bownas
19448,1.313245648E7,97.62,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,AECOM,Leona Knaggs
33350,2.2519921E7,31.52,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,DIRECT_MAIL,COGNIZANT TECHNOLOGY SOLUTIONS,Kellsie Vickress
43158,2.914287108E7,34.91,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,TRADE_SHOW,MARY KAY INC.,Marwin Ommundsen
43593,2.943660918E7,86.66,NEW_BUSINESS,PROSPECTING,COLD_CALL,PNC,Susan Stockell
23335,1.57571921E7,69.39,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,WALGREENS,Ella Quickenden
25714,1.736363564E7,71.62,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,EXXONMOBIL,Marwin Ommundsen
34956,2.360438856E7,83.84,NEW_BUSINESS,CLOSED_LOST,WORD_OF_MOUTH,COGNIZANT TECHNOLOGY SOLUTIONS,Jephthah Hrishchenko
39571,2.672071346E7,41.48,NEW_BUSINESS,VALUE_PROPOSITION,COLD_CALL,AVON,Leona Knaggs
37419,2.526755394E7,36.33,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,DIRECT_MAIL,FIDELITY INVESTMENTS,Isabelle Epsly
49352,3.332543152E7,92.03,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,DXC TECHNOLOGY,Theo Beacock
47927,3.236318602E7,49.47,EXISTING_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,KPMG,Brandea Royan
33798,2.282243748E7,42.11,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,JLL,Ella Quickenden
16552,1.117690352E7,89.52,EXISTING_BUSINESS,VALUE_PROPOSITION,OTHER,T-MOBILE,Luce Cholwell
46688,3.152653888E7,59.57,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,CAMPAIGN,LIFESPAN,Brena Bass
16784,1.133356384E7,58.56,EXISTING_BUSINESS,VALUE_PROPOSITION,EXISTING_CUSTOMER,UNITED STATES MARINE CORPS,Leona Knaggs
18114,1.223165964E7,64.32,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,LOS ANGELES UNIFIED SCHOOL DISTRICT,Somerset Dowty
17913,1.209593238E7,74.93,EXISTING_BUSINESS,PROSPECTING,EXISTING_CUSTOMER,DELTA AIR LINES,Lloyd Rainforth
11467,7743206.0,37.44,NEW_BUSINESS,PERCEPTION_ANALYSIS,OTHER,UBER,Ella Quickenden
10151,6854564.0,99.12,NEW_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,AMAZON,Susan Stockell
24214,1.635074564E7,81.84,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,STARBUCKS,Link Ganforth
10734,7248240.0,38.52,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,SAMSUNG ELECTRONICS,Jacquenetta Hackly
11433,7720247.0,41.39,EXISTING_BUSINESS,VALUE_PROPOSITION,WORD_OF_MOUTH,SCHLUMBERGER,Brandea Royan
40710,2.74898346E7,42.48,NEW_BUSINESS,CLOSED_LOST,EXISTING_CUSTOMER,IQVIA,Lloyd Rainforth
47353,3.197558678E7,60.96,NEW_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,SCHLUMBERGER,Luce Cholwell
45385,3.06466751E7,56.98,EXISTING_BUSINESS,VALUE_PROPOSITION,SELF_GENERATED,FEDEX,Theo Beacock
18839,1.272122314E7,52.33,EXISTING_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,GE,Hanny Hubble
10482,7078075.0,47.14,EXISTING_BUSINESS,CLOSED_WON,EXISTING_CUSTOMER,UNITED STATES MARINE CORPS,Orelle Derham
13250,8947195.0,78.99,NEW_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,CITI,Theo Beacock
17103,1.154897178E7,55.35,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,OTHER,T-MOBILE,Theo Beacock
24640,1.66384064E7,35.18,EXISTING_BUSINESS,PROSPECTING,EMAIL,HALLIBURTON,Kellsie Vickress
48769,3.293175494E7,37.55,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,US ARMY,Shaina Clotworthy
17632,1.190618432E7,46.05,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,XEROX,Isabelle Epsly
14941,1.008905966E7,88.6,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,CONFERENCE,VERIZON WIRELESS,Orelle Derham
15959,1.077647434E7,52.28,NEW_BUSINESS,CLOSED_LOST,EMPLOYEE,BNY MELLON,Link Ganforth
25368,1.712999568E7,57.33,NEW_BUSINESS,VALUE_PROPOSITION,EMPLOYEE,CHEVRON,Isabelle Epsly
26333,1.778162158E7,43.86,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMAIL,JLL,Irwinn Airdrie
13055,8815519.0,75.09,EXISTING_BUSINESS,PROSPECTING,WORD_OF_MOUTH,SCHLUMBERGER,Jacquenetta Hackly
23658,1.597530108E7,95.42,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,HILTON WORLDWIDE,Arly Bownas
47217,3.188375142E7,91.64,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,BAKER HUGHES,Kellsie Vickress
17844,1.204933944E7,42.68,EXISTING_BUSINESS,CLOSED_LOST,EMPLOYEE,HILTON WORLDWIDE,Link Ganforth
17276,1.166579176E7,68.4,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EMAIL,TOTAL,Marwin Ommundsen
22627,1.527910802E7,95.95,NEW_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,JACOBS,Arly Bownas
20687,1.396910362E7,39.65,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,MCDONALD'S CORPORATION,Lloyd Rainforth
12649,8541363.0,45.93,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PUBLIC_RELATIONS,DELOITTE,Lenee Norgan
29484,1.990936584E7,30.4,NEW_BUSINESS,VALUE_PROPOSITION,PARTNER,AVON,Isabelle Epsly
25270,1.70638202E7,59.62,NEW_BUSINESS,CLOSED_WON,CONFERENCE,SPRINT,Jacquenetta Hackly
16423,1.108979498E7,90.98,EXISTING_BUSINESS,VALUE_PROPOSITION,SELF_GENERATED,BANK OF AMERICA,Susan Stockell
25201,1.701722726E7,58.23,EXISTING_BUSINESS,CLOSED_LOST,CAMPAIGN,IQVIA,Constantine Boseley
30770,2.07777502E7,79.01,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PUBLIC_RELATIONS,3M HEALTH CARE,Susan Stockell
41185,2.78105831E7,30.53,EXISTING_BUSINESS,PROSPECTING,TRADE_SHOW,NIELSEN,Constantine Boseley
38818,2.621224268E7,31.06,EXISTING_BUSINESS,PROSPECTING,DIRECT_MAIL,MEDTRONIC,Daniel Ghion
44211,2.985391986E7,55.19,EXISTING_BUSINESS,PROSPECTING,EMAIL,JPMORGAN CHASE & CO.,Kassandra Medley
20939,1.413926914E7,50.71,NEW_BUSINESS,PROSPECTING,PARTNER,MERRILL LYNCH,Marwin Ommundsen
19845,1.34005347E7,90.28,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,MEDTRONIC,Irwinn Airdrie
26676,1.801323576E7,50.46,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,CBRE,Lenee Norgan
13715,9261190.0,33.83,EXISTING_BUSINESS,CLOSED_LOST,TRADE_SHOW,MACY'S,Shaina Clotworthy
35773,2.415607598E7,39.08,EXISTING_BUSINESS,CLOSED_LOST,OTHER,WALGREENS,Arly Bownas
49192,3.321738992E7,97.42,NEW_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,DXC TECHNOLOGY,Isabelle Epsly
36007,2.431408682E7,93.05,NEW_BUSINESS,CLOSED_WON,WEB_SITE,HP,Shaina Clotworthy
31360,2.11761536E7,58.93,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,DIRECT_MAIL,COGNIZANT TECHNOLOGY SOLUTIONS,Kellsie Vickress
15383,1.038752458E7,75.24,NEW_BUSINESS,CLOSED_WON,TRADE_SHOW,U.S. BANK,Shaina Clotworthy
18979,1.281575954E7,79.67,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,H&R BLOCK,Isabelle Epsly
24205,1.63446683E7,79.16,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,UNITED STATES DEPARTMENT OF DEFENSE,Arly Bownas
21638,1.461127588E7,39.86,EXISTING_BUSINESS,VALUE_PROPOSITION,PUBLIC_RELATIONS,MCDONALD'S CORPORATION,Constantine Boseley
43819,2.958921794E7,62.39,NEW_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,TRADE_SHOW,3M HEALTH CARE,Irwinn Airdrie
42820,2.89146332E7,84.15,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,DIRECT_MAIL,HERBALIFE,Theo Beacock
38883,2.625613458E7,30.74,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,OTHER,J.P. MORGAN,Constantine Boseley
21155,1.42851253E7,46.62,NEW_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,KAISER PERMANENTE,Luce Cholwell
40937,2.764311862E7,30.99,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,NIKE,Isabelle Epsly
33400,2.2553684E7,81.34,NEW_BUSINESS,CLOSED_LOST,PUBLIC_RELATIONS,CISCO,Link Ganforth
18528,1.251121728E7,39.13,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,HALLIBURTON,Orelle Derham
20378,1.376044828E7,30.49,EXISTING_BUSINESS,NEEDS_ANALYSIS,TRADE_SHOW,DELL EMC,Arly Bownas
14161,9562356.0,84.47,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,TRADE_SHOW,MCDONALD'S CORPORATION,Luce Cholwell
36158,2.441605108E7,46.9,NEW_BUSINESS,CLOSED_WON,WORD_OF_MOUTH,U.S. BANK,Isabelle Epsly
43434,2.932924284E7,73.02,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,TRADE_SHOW,GE,Brena Bass
13030,8798637.0,42.99,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,UNITED STATES POSTAL SERVICE,Lenee Norgan
42587,2.875729762E7,85.37,EXISTING_BUSINESS,CLOSED_LOST,SELF_GENERATED,INTEL CORPORATION,Brena Bass
25455,1.71887433E7,96.79,NEW_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,CISCO,Leona Knaggs
33661,2.272992686E7,36.48,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WEB_SITE,BOEING,Kellsie Vickress
33606,2.269278756E7,80.03,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PUBLIC_RELATIONS,GENPACT,Jephthah Hrishchenko
43006,2.904023156E7,90.41,NEW_BUSINESS,CLOSED_LOST,CAMPAIGN,NORDSTROM,Daniel Ghion
14364,9699434.0,32.13,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PUBLIC_RELATIONS,UNITEDHEALTH GROUP,Shaina Clotworthy
29448,1.988505648E7,55.66,NEW_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,AMAZON,Jacquenetta Hackly
17503,1.181907578E7,91.62,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,EXISTING_CUSTOMER,AT&T,Kassandra Medley
45350,3.0623041E7,78.97,EXISTING_BUSINESS,CLOSED_LOST,CONFERENCE,CONVERGYS,Arly Bownas
36073,2.435865398E7,46.99,NEW_BUSINESS,PROSPECTING,EMAIL,US ARMY,Jacquenetta Hackly
16770,1.13241102E7,59.61,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,JOHNSON & JOHNSON,Theo Beacock
49637,3.351788062E7,80.96,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,SELF_GENERATED,GE,Isabelle Epsly
34811,2.350647586E7,87.61,EXISTING_BUSINESS,CLOSED_LOST,OTHER,KAISER PERMANENTE,Leona Knaggs
40283,2.720149858E7,92.4,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,SELF_GENERATED,BAKER HUGHES,Kellsie Vickress
30360,2.05008936E7,45.67,NEW_BUSINESS,CLOSED_WON,PARTNER,UBER,Brena Bass
47099,3.180407074E7,86.59,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,WORD_OF_MOUTH,U.S. BANK,Hanny Hubble
47843,3.230646418E7,75.32,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,FORD MOTOR COMPANY,Hanny Hubble
37867,2.557007042E7,82.0,EXISTING_BUSINESS,CLOSED_LOST,PARTNER,AVON,Lenee Norgan
27472,1.855074272E7,47.1,NEW_BUSINESS,VALUE_PROPOSITION,COLD_CALL,CARGILL,Lloyd Rainforth
16100,1.0871686E7,73.97,NEW_BUSINESS,PERCEPTION_ANALYSIS,CONFERENCE,CATERPILLAR INC.,Lloyd Rainforth
18028,1.217358728E7,48.86,NEW_BUSINESS,PROSPECTING,CONFERENCE,JACOBS,Shaina Clotworthy
10518,7102384.0,55.85,NEW_BUSINESS,PROSPECTING,PUBLIC_RELATIONS,PFIZER,Shaina Clotworthy
22650,1.5294639E7,84.08,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMPLOYEE,KAISER PERMANENTE,Luce Cholwell
23324,1.574976424E7,36.81,EXISTING_BUSINESS,CLOSED_LOST,EMAIL,AECOM,Leona Knaggs
47464,3.205054064E7,86.06,NEW_BUSINESS,PROSPECTING,CONFERENCE,SCHLUMBERGER,Lloyd Rainforth
20092,1.356732392E7,67.47,EXISTING_BUSINESS,CLOSED_LOST,WEB_SITE,NORTHROP GRUMMAN CORPORATION,Marwin Ommundsen
22172,1.497186472E7,78.05,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,PARTNER,MACY'S,Xever Canby
24242,1.636965292E7,85.99,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,LINKEDIN,Marwin Ommundsen
44759,3.022396234E7,74.61,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,MCDONALD'S CORPORATION,Brandea Royan
46751,3.156908026E7,84.22,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,UNITED STATES MARINE CORPS,Xever Canby
30183,2.038137258E7,36.94,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,OTHER,KROGER,Isabelle Epsly
14889,1.005394614E7,39.26,NEW_BUSINESS,NEEDS_ANALYSIS,SELF_GENERATED,MICROSOFT,Susan Stockell
21337,1.440802262E7,96.82,EXISTING_BUSINESS,VALUE_PROPOSITION,SELF_GENERATED,JLL,Somerset Dowty
37520,2.53357552E7,62.1,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EXISTING_CUSTOMER,LOCKHEED MARTIN,Daniel Ghion
48805,3.29560643E7,91.66,EXISTING_BUSINESS,PROSPECTING,EMPLOYEE,MERRILL LYNCH,Leona Knaggs
42602,2.876742652E7,40.5,NEW_BUSINESS,PERCEPTION_ANALYSIS,EXISTING_CUSTOMER,UNITED STATES MARINE CORPS,Lloyd Rainforth
38161,2.576859686E7,49.97,EXISTING_BUSINESS,VALUE_PROPOSITION,PARTNER,HONEYWELL,Lloyd Rainforth
44321,2.992819846E7,53.94,EXISTING_BUSINESS,CLOSED_WON,CONFERENCE,UBER,Kassandra Medley
31747,2.143747922E7,91.46,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,CONFERENCE,PEPSICO,Kellsie Vickress
35106,2.370567756E7,74.55,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,COLD_CALL,MARY KAY INC.,Luce Cholwell
49112,3.316336912E7,71.71,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,EMPLOYEE,HILTON WORLDWIDE,Irwinn Airdrie
18170,1.22694742E7,42.93,EXISTING_BUSINESS,CLOSED_LOST,DIRECT_MAIL,NIKE,Lloyd Rainforth
25463,1.719414538E7,45.49,EXISTING_BUSINESS,PROSPECTING,CONFERENCE,DEPARTMENT OF VETERANS AFFAIRS,Somerset Dowty
36379,2.456528354E7,80.95,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMAIL,JPMORGAN CHASE & CO.,Kellsie Vickress
21365,1.44269299E7,61.39,EXISTING_BUSINESS,NEEDS_ANALYSIS,CAMPAIGN,AVON,Irwinn Airdrie
24974,1.686394324E7,45.18,EXISTING_BUSINESS,VALUE_PROPOSITION,DIRECT_MAIL,CSC,Orelle Derham
48783,3.294120858E7,32.09,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,PARTNER,FEDEX,Ella Quickenden
12973,8760147.0,36.61,EXISTING_BUSINESS,VALUE_PROPOSITION,CAMPAIGN,CISCO,Link Ganforth
17142,1.157530692E7,88.35,NEW_BUSINESS,PERCEPTION_ANALYSIS,OTHER,NORTHROP GRUMMAN CORPORATION,Link Ganforth
45867,3.097215042E7,76.25,NEW_BUSINESS,CLOSED_WON,EMPLOYEE,THE HOME DEPOT,Link Ganforth
25013,1.689027838E7,93.65,NEW_BUSINESS,PERCEPTION_ANALYSIS,EMPLOYEE,EXXONMOBIL,Ella Quickenden
19320,1.30460232E7,33.89,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,VERIZON,Ella Quickenden
37670,2.54370442E7,93.94,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,WORD_OF_MOUTH,JLL,Constantine Boseley
19794,1.336609644E7,54.23,NEW_BUSINESS,NEEDS_ANALYSIS,PUBLIC_RELATIONS,AMERICAN EXPRESS,Kellsie Vickress
46430,3.13523218E7,76.98,EXISTING_BUSINESS,PROSPECTING,OTHER,INTEL CORPORATION,Susan Stockell
42337,2.858848262E7,35.06,NEW_BUSINESS,PROSPECTING,PARTNER,"LOWE'S COMPANIES, INC.",Arly Bownas
23688,1.599555888E7,58.78,NEW_BUSINESS,IDENTIFYING_DECISION_MAKERS,EMAIL,JPMORGAN CHASE & CO.,Theo Beacock
13621,9197716.0,58.91,EXISTING_BUSINESS,VALUE_PROPOSITION,OTHER,LIBERTY MUTUAL INSURANCE,Link Ganforth
27546,1.860071196E7,44.82,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,DIRECT_MAIL,PWC,Jacquenetta Hackly
43899,2.964323874E7,65.31,NEW_BUSINESS,CLOSED_LOST,CONFERENCE,WALMART,Xever Canby
14008,9459042.0,76.76,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,TRADE_SHOW,GENERAL MOTORS,Constantine Boseley
21562,1.455995612E7,87.35,NEW_BUSINESS,CLOSED_LOST,EMAIL,ALLSTATE,Isabelle Epsly
30908,2.087093608E7,99.8,NEW_BUSINESS,CLOSED_LOST,CONFERENCE,WELLS FARGO,Orelle Derham
10252,6922765.0,45.87,NEW_BUSINESS,PERCEPTION_ANALYSIS,TRADE_SHOW,HALLIBURTON,Kellsie Vickress
42708,2.883900408E7,49.1,NEW_BUSINESS,CLOSED_LOST,SELF_GENERATED,WALMART,Lloyd Rainforth
42186,2.848651836E7,52.16,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,VERIZON WIRELESS,Leona Knaggs
27883,1.882827458E7,35.19,NEW_BUSINESS,PROSPECTING,WEB_SITE,SOCIAL SECURITY ADMINISTRATION,Ella Quickenden
28451,1.921182226E7,68.29,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,SCHLUMBERGER,Lloyd Rainforth
12124,8186852.0,66.95,EXISTING_BUSINESS,IDENTIFYING_DECISION_MAKERS,COLD_CALL,CBRE,Jacquenetta Hackly
11401,7698639.0,51.05,EXISTING_BUSINESS,PERCEPTION_ANALYSIS,CAMPAIGN,PWC,Kassandra Medley
21196,1.431281096E7,71.62,NEW_BUSINESS,PERCEPTION_ANALYSIS,TRADE_SHOW,JOHNSON & JOHNSON,Kassandra Medley
41668,2.813673368E7,39.14,NEW_BUSINESS,NEEDS_ANALYSIS,WORD_OF_MOUTH,ABBOTT,Lenee Norgan
26771,1.807738546E7,60.82,EXISTING_BUSINESS,NEGOTIATION_OR_REVIEW,PARTNER,ELI LILLY AND COMPANY,Irwinn Airdrie
23588,1.592803288E7,59.23,EXISTING_BUSINESS,NEEDS_ANALYSIS,EXISTING_CUSTOMER,TRAVELERS,Hanny Hubble
41837,2.825085262E7,31.2,NEW_BUSINESS,PERCEPTION_ANALYSIS,OTHER,LOS ANGELES UNIFIED SCHOOL DISTRICT,Ella Quickenden
35506,2.397578156E7,63.83,NEW_BUSINESS,NEGOTIATION_OR_REVIEW,WORD_OF_MOUTH,SCHLUMBERGER,Hanny Hubble
47463,3.204986538E7,41.14,EXISTING_BUSINESS,VALUE_PROPOSITION,SELF_GENERATED,MONDELÄ“Z INTERNATIONAL,Kassandra Medley
10458,7061869.0,59.37,EXISTING_BUSINESS,PROPOSAL_OR_PRICE_QUOTE,EMPLOYEE,BAKER HUGHES,Link Ganforth
30928,2.088444128E7,86.34,EXISTING_BUSINESS,VALUE_PROPOSITION,DIRECT_MAIL,JLL,Xever Canby
44728,3.020302928E7,39.02,EXISTING_BUSINESS,NEEDS_ANALYSIS,WEB_SITE,J.P. MORGAN,Lenee Norgan
23283,1.572207858E7,93.71,EXISTING_BUSINESS,VALUE_PROPOSITION,TRADE_SHOW,CISCO,Marwin Ommundsen
11732,7922150.0,94.72,EXISTING_BUSINESS,CLOSED_WON,WEB_SITE,SOCIAL SECURITY ADMINISTRATION,Irwinn Airdrie
34024,2.297504624E7,97.67,NEW_BUSINESS,CLOSED_LOST,CONFERENCE,LINKEDIN,Isabelle Epsly
30632,2.068456432E7,91.98,NEW_BUSINESS,CLOSED_LOST,DIRECT_MAIL,STATE STREET,Irwinn Airdrie
